"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30929","3.1 verify Office Case Number Format with default validation message","Add Case","Tue May 27 21:19:30 UTC 2025","failed","Tue May 27 21:20:01 UTC 2025","","3. --- with Case Number formatting in Office ","",""
"","22658","5. Case Number Formatting at Office level -- old case that was saved without formatting can be edited without changing Case Number or changing it with proper format","","Tue May 27 21:22:53 UTC 2025","passed","Tue May 27 21:23:16 UTC 2025","","Edit Case","",""
"","73214","1. Edit and verify all values on Item View page -- replace the current values in multiselect fields - Tags & Item Belongs To","","Tue May 27 21:25:39 UTC 2025","passed","Tue May 27 21:26:53 UTC 2025","","Edit Item","",""
"","1","1.2 Org Admin-- minimum case fields -- redirect to Add Case page again","Add Case","Tue May 27 21:17:39 UTC 2025","skipped","Tue May 27 21:17:39 UTC 2025","","1. --- No Case Number formatting in Org/Office, AutoDispo ON","",""
"","76170","3.1. --- with required Custom Form filled out, all required fields on Form","Add Person","Tue May 27 21:46:09 UTC 2025","failed","Tue May 27 21:47:25 UTC 2025","","3. Add Person with Custom Form","",""
"","134","3. Scanning 1000 items during Inventory report","Inventory Reports","Tue May 27 21:16:33 UTC 2025","failed","Tue May 27 21:16:33 UTC 2025","","2. Scanning 1000 items","",""
"","63315","A.N_1. Add Note to Case","","Tue May 27 21:43:04 UTC 2025","failed","Tue May 27 21:44:07 UTC 2025","","Add Notes","",""
"","790","7 Validation messages for wrongly formatted values","","Tue May 27 21:17:41 UTC 2025","failed","Tue May 27 21:17:42 UTC 2025","","Import Notes","",""
"","0","I.C_3 Case with custom fields","","Tue May 27 21:16:30 UTC 2025","skipped","Tue May 27 21:16:30 UTC 2025","","Import Cases","",""
"","1","1.2. DR for single child location - No Discrepancies Found","Inventory Reports","Tue May 27 21:16:32 UTC 2025","skipped","Tue May 27 21:16:32 UTC 2025","","1. Parent/child locations with items but without containers","",""
"","0","1.7 Power User can add case and view/enter/update Review Date/Notes when having AutoDispo permissions","Add Case","Tue May 27 21:17:39 UTC 2025","skipped","Tue May 27 21:17:39 UTC 2025","","1. --- No Case Number formatting in Org/Office, AutoDispo ON","",""
"","0","2 Import Locations with required fields - verify default properties","","Tue May 27 21:17:18 UTC 2025","skipped","Tue May 27 21:17:18 UTC 2025","","Import Locations","",""
"","5571","1.4. Add item from Item Search -- redirect to Case View /Items tab","Add Item","Tue May 27 21:29:53 UTC 2025","failed","Tue May 27 21:29:59 UTC 2025","","1. Org Admin","",""
"","47534","3. Remove all optional values & check history records","","Tue May 27 21:28:16 UTC 2025","passed","Tue May 27 21:29:04 UTC 2025","","Edit Item","",""
"","81558","2. Edit and verify all values on Item View page -- keep the previous values in multiselect fields  - Tags & Item Belongs To; 2.1. hitting *enter* button does not wipe out Additional Barcode","","Tue May 27 21:26:54 UTC 2025","passed","Tue May 27 21:28:16 UTC 2025","","Edit Item","",""
"","0","1.4 Org Admin-- minimum case fields -- redirect to Add Person page","Add Case","Tue May 27 21:17:39 UTC 2025","skipped","Tue May 27 21:17:39 UTC 2025","","1. --- No Case Number formatting in Org/Office, AutoDispo ON","",""
"","67922","3.4 --- Duplicating item with Currency Form attached","Add Item","Tue May 27 21:37:06 UTC 2025","passed","Tue May 27 21:38:14 UTC 2025","","3 Add Item with Custom Form","",""
"","0","6. Import update for item status (CheckIn transaction)","","Tue May 27 21:16:41 UTC 2025","skipped","Tue May 27 21:16:41 UTC 2025","","Import Item Updates","",""
"","37874","5.1 verify Office Default Case Number Prefix","Add Case","Tue May 27 21:21:39 UTC 2025","failed","Tue May 27 21:22:17 UTC 2025","","5. --- with Default Case Number in Office ","",""
"","2","5 Five thousand notes for Case and verify notes count on search","","Tue May 27 21:17:41 UTC 2025","skipped","Tue May 27 21:17:41 UTC 2025","","Import Notes","",""
"","0","I.C_2 Case with minimum number of fields","","Tue May 27 21:16:30 UTC 2025","skipped","Tue May 27 21:16:30 UTC 2025","","Import Cases","",""
"","39768","1.1. All fields enabled -- redirect to View Added Person","Add Person","Tue May 27 21:44:24 UTC 2025","passed","Tue May 27 21:45:04 UTC 2025","","1. Org Admin","",""
"","681","6 Validation messages for not mapped fields","","Tue May 27 21:17:41 UTC 2025","failed","Tue May 27 21:17:41 UTC 2025","","Import Notes","",""
"","17133","1.2. Optional fields disabled -- redirect to View Added Item -- Item Belongs To Shows All People"" turned OFF in Org Settings -- multiple values selected for ""Item Belongs to"" and Tags","Add Item","Tue May 27 21:29:31 UTC 2025","failed","Tue May 27 21:29:48 UTC 2025","","1. Org Admin","",""
"","70103","2.1 Add User to a Group, then add to another Group --> Verify that previous User Group is not overwritten","","Tue May 27 21:35:10 UTC 2025","passed","Tue May 27 21:36:20 UTC 2025","","Edit User","",""
